178,Sevier County,Arkansas,17177
179,Sharp County,Arkansas,17054
180,Stone County,Arkansas,12663
181,Union County,Arkansas,40867
182,Van Buren County,Arkansas,17030
183,Washington County,Arkansas,211411
184,White County,Arkansas,78493
185,Woodruff County,Arkansas,7100
186,Yell County,Arkansas,21932
187,Alameda County,California,1554720
188,Alpine County,California,1129
189,Amador County,California,37035
190,Butte County,California,221539
191,Calaveras County,California,44742
192,Colusa County,California,21411
193,Contra Costa County,California,1079597
194,Del Norte County,California,28290
195,El Dorado County,California,180561
196,Fresno County,California,947895
197,Glenn County,California,27992
198,Humboldt County,California,134827
199,Imperial County,California,176948
200,Inyo County,California,18495
201,Kern County,California,856158
202,Kings County,California,151364
203,Lake County,California,63983
204,Lassen County,California,33658
205,Los Angeles County,California,9962789
206,Madera County,California,152218
207,Marin County,California,256069
208,Mariposa County,California,17905
209,Mendocino County,California,87428
210,Merced County,California,262305
211,Modoc County,California,9327
212,Mono County,California,14348
213,Monterey County,California,426762
214,Napa County,California,139045
215,Nevada County,California,98292
216,Orange County,California,3090132
217,Placer County,California,361682
218,Plumas County,California,19399
219,Riverside County,California,2268783
220,Sacramento County,California,1450121
221,San Benito County,California,56884
222,San Bernardino County,California,2081313
223,San Diego County,California,3177063
224,City and County of San Francisco,California,825863
225,San Joaquin County,California,702612
226,San Luis Obispo County,California,274804
227,San Mateo County,California,739311
228,Santa Barbara County,California,431249
229,Santa Clara County,California,1837504
230,Santa Cruz County,California,266776
231,Shasta County,California,178586
232,Sierra County,California,3086
233,Siskiyou County,California,44154
234,Solano County,California,420757
235,Sonoma County,California,491829
236,Stanislaus County,California,521726
237,Sutter County,California,95022
238,Tehama County,California,63406
239,Trinity County,California,13526
240,Tulare County,California,451977
241,Tuolumne County,California,54008
242,Ventura County,California,835981
243,Yolo County,California,204118
244,Yuba County,California,72926
245,Adams County,Colorado,459598
246,Alamosa County,Colorado,16148
247,Arapahoe County,Colorado,595546
248,Archuleta County,Colorado,12070
249,Baca County,Colorado,3751
250,Bent County,Colorado,5773
251,Boulder County,Colorado,305318
252,City and County of Broomfield,Colorado,58298
253,Chaffee County,Colorado,18150
254,Cheyenne County,Colorado,1874
255,Clear Creek County,Colorado,9026
256,Conejos County,Colorado,8275
257,Costilla County,Colorado,3594
258,Crowley County,Colorado,5365
259,Custer County,Colorado,4249
260,Delta County,Colorado,30432
261,City and County of Denver,Colorado,634265
262,Dolores County,Colorado,1994
263,Douglas County,Colorado,298215
264,Eagle County,Colorado,51874
265,Elbert County,Colorado,23383
266,El Paso County,Colorado,644964
267,Fremont County,Colorado,46788
268,Garfield County,Colorado,56953
269,Gilpin County,Colorado,5491
270,Grand County,Colorado,14195
271,Gunnison County,Colorado,15475
272,Hinsdale County,Colorado,810
273,Huerfano County,Colorado,6596
274,Jackson County,Colorado,1348
275,Jefferson County,Colorado,545358
276,Kiowa County,Colorado,1444
277,Kit Carson County,Colorado,8094
278,Lake County,Colorado,7338
279,La Plata County,Colorado,52401
280,Larimer County,Colorado,310487
281,Las Animas County,Colorado,14945
282,Lincoln County,Colorado,5453
283,Logan County,Colorado,22631
284,Mesa County,Colorado,147848
285,Mineral County,Colorado,709
286,Moffat County,Colorado,13200
287,Montezuma County,Colorado,25431
288,Montrose County,Colorado,40725
289,Morgan County,Colorado,28472
290,Otero County,Colorado,18698
291,Ouray County,Colorado,4530
292,Park County,Colorado,16029
293,Phillips County,Colorado,4367
294,Pitkin County,Colorado,17263
295,Prowers County,Colorado,12389
296,Pueblo County,Colorado,160852
297,Rio Blanco County,Colorado,6857
298,Rio Grande County,Colorado,11943
299,Routt County,Colorado,23334
300,Saguache County,Colorado,6304
301,San Juan County,Colorado,690
302,San Miguel County,Colorado,7580
303,Sedgwick County,Colorado,2383
304,Summit County,Colorado,28044
305,Teller County,Colorado,23389
306,Washington County,Colorado,4766
307,Weld County,Colorado,263691
308,Yuma County,Colorado,10119
309,Fairfield County,Connecticut,933835
310,Hartford County,Connecticut,897259
311,Litchfield County,Connecticut,187530
312,Middlesex County,Connecticut,165602
313,New Haven County,Connecticut,862813
314,New London County,Connecticut,274170
315,Tolland County,Connecticut,151539
316,Windham County,Connecticut,117599
317,Kent County,Delaware,167626
318,New Castle County,Delaware,546076
319,Sussex County,Delaware,203390
320,District of Columbia,District of Columbia,632323
321,Alachua County,Florida,251417
322,Baker County,Florida,27086
323,Bay County,Florida,171903
324,Bradford County,Florida,27049
325,Brevard County,Florida,547307
326,Broward County,Florida,1815137
327,Calhoun County,Florida,14723
328,Charlotte County,Florida,162449
329,Citrus County,Florida,139360
330,Clay County,Florida,194345
331,Collier County,Florida,332427
332,Columbia County,Florida,67966
333,DeSoto County,Florida,34712
334,Dixie County,Florida,16126
335,Duval County,Florida,879602
336,Escambia County,Florida,302715
337,Flagler County,Florida,98359
338,Franklin County,Florida,11686
339,Gadsden County,Florida,46528
340,Gilchrist County,Florida,16815
341,Glades County,Florida,13107
342,Gulf County,Florida,15718
343,Hamilton County,Florida,14708
344,Hardee County,Florida,27514
345,Hendry County,Florida,37447
346,Hernando County,Florida,173422
347,Highlands County,Florida,98128
348,Hillsborough County,Florida,1277746
349,Holmes County,Florida,19804
350,Indian River County,Florida,140567
351,Jackson County,Florida,48968
352,Jefferson County,Florida,14256
353,Lafayette County,Florida,8804
354,Lake County,Florida,303186
355,Lee County,Florida,645293
356,Leon County,Florida,283769
357,Levy County,Florida,40025
358,Liberty County,Florida,8276
359,Madison County,Florida,18907
360,Manatee County,Florida,333895
361,Marion County,Florida,335125
362,Martin County,Florida,148817
363,Miami-Dade County,Florida,2591035
364,Monroe County,Florida,74809
365,Nassau County,Florida,74629
366,Okaloosa County,Florida,190083
367,Okeechobee County,Florida,39467
368,Orange County,Florida,1202234
369,Osceola County,Florida,287416
370,Palm Beach County,Florida,1356545
371,Pasco County,Florida,470391
372,Pinellas County,Florida,921319
373,Polk County,Florida,616158
374,Putnam County,Florida,73263
375,St. Johns County,Florida,202188
376,St. Lucie County,Florida,283866
377,Santa Rosa County,Florida,158512
378,Sarasota County,Florida,386147
379,Seminole County,Florida,430838
380,Sumter County,Florida,101620
381,Suwannee County,Florida,43656
382,Taylor County,Florida,22744
383,Union County,Florida,15212
384,Volusia County,Florida,496950
385,Wakulla County,Florida,30818
386,Walton County,Florida,57582
387,Washington County,Florida,24892
388,Appling County,Georgia,18368
389,Atkinson County,Georgia,8284
390,Bacon County,Georgia,11198
391,Baker County,Georgia,3366
392,Baldwin County,Georgia,46367
393,Banks County,Georgia,18316
394,Barrow County,Georgia,70169
395,Bartow County,Georgia,100661
396,Ben Hill County,Georgia,17538
397,Berrien County,Georgia,19041
398,Bibb County,Georgia,156462
399,Bleckley County,Georgia,12913
400,Brantley County,Georgia,18587
401,Brooks County,Georgia,15403
402,Bryan County,Georgia,32214
403,Bulloch County,Georgia,72694
404,Burke County,Georgia,23125
405,Butts County,Georgia,23524
406,Calhoun County,Georgia,6504
407,Camden County,Georgia,51402
408,Candler County,Georgia,11117
409,Carroll County,Georgia,111580
410,Catoosa County,Georgia,65046
411,Charlton County,Georgia,13295
412,Chatham County,Georgia,276434
413,Chattahoochee County,Georgia,13037
414,Chattooga County,Georgia,25725
415,Cherokee County,Georgia,221315
416,Clarke County,Georgia,120266
417,Clay County,Georgia,3116
418,Clayton County,Georgia,265888
419,Clinch County,Georgia,6718
420,Cobb County,Georgia,707442
421,Coffee County,Georgia,43170
422,Colquitt County,Georgia,46137
423,Columbia County,Georgia,131627
424,Cook County,Georgia,16923
425,Coweta County,Georgia,130929
426,Crawford County,Georgia,12600
427,Crisp County,Georgia,23606
428,Dade County,Georgia,16490
429,Dawson County,Georgia,22422
430,Decatur County,Georgia,27509
431,DeKalb County,Georgia,707089
432,Dodge County,Georgia,21329
433,Dooly County,Georgia,14318
434,Dougherty County,Georgia,94501
435,Douglas County,Georgia,133971
436,Early County,Georgia,10594
437,Echols County,Georgia,3988
438,Effingham County,Georgia,53293
439,Elbert County,Georgia,19684
440,Emanuel County,Georgia,22898
441,Evans County,Georgia,10689
442,Fannin County,Georgia,23492
443,Fayette County,Georgia,107524
444,Floyd County,Georgia,96177
445,Forsyth County,Georgia,187928
446,Franklin County,Georgia,21894
447,Fulton County,Georgia,977773
448,Gilmer County,Georgia,28190
449,Glascock County,Georgia,3142
450,Glynn County,Georgia,81022
451,Gordon County,Georgia,55766
452,Grady County,Georgia,25440
453,Greene County,Georgia,16092
454,Gwinnett County,Georgia,842046
455,Habersham County,Georgia,43520
456,Hall County,Georgia,185416
457,Hancock County,Georgia,8996
458,Haralson County,Georgia,28400
459,Harris County,Georgia,32550
460,Hart County,Georgia,25518
461,Heard County,Georgia,11633
462,Henry County,Georgia,209053
463,Houston County,Georgia,146136
464,Irwin County,Georgia,9600
465,Jackson County,Georgia,60571
466,Jasper County,Georgia,13630
467,Jeff Davis County,Georgia,15156
468,Jefferson County,Georgia,16432
469,Jenkins County,Georgia,9213
470,Johnson County,Georgia,9897
471,Jones County,Georgia,28577
472,Lamar County,Georgia,18057
473,Lanier County,Georgia,10400
474,Laurens County,Georgia,48041
475,Lee County,Georgia,28746
476,Liberty County,Georgia,65471
477,Lincoln County,Georgia,7737
478,Long County,Georgia,16048
479,Lowndes County,Georgia,114552
480,Lumpkin County,Georgia,30611
481,McDuffie County,Georgia,21663
482,McIntosh County,Georgia,13839
483,Macon County,Georgia,14263
484,Madison County,Georgia,27922
485,Marion County,Georgia,8711
486,Meriwether County,Georgia,21273
487,Miller County,Georgia,5969
488,Mitchell County,Georgia,23144
489,Monroe County,Georgia,26637
490,Montgomery County,Georgia,8913
491,Morgan County,Georgia,17881
492,Murray County,Georgia,39392
493,Muscogee County,Georgia,198413
494,Newton County,Georgia,101505
495,Oconee County,Georgia,33619
496,Oglethorpe County,Georgia,14618
497,Paulding County,Georgia,144800
498,Peach County,Georgia,27622
499,Pickens County,Georgia,29268
500,Pierce County,Georgia,18844
501,Pike County,Georgia,17810
502,Polk County,Georgia,41188
503,Pulaski County,Georgia,11720
504,Putnam County,Georgia,21198
505,Quitman County,Georgia,2404
506,Rabun County,Georgia,16297
507,Randolph County,Georgia,7327
508,Richmond County,Georgia,202587
509,Rockdale County,Georgia,85820
510,Schley County,Georgia,4990
511,Screven County,Georgia,14202
512,Seminole County,Georgia,8947
513,Spalding County,Georgia,63865
514,Stephens County,Georgia,25891
515,Stewart County,Georgia,6042
516,Sumter County,Georgia,31554
517,Talbot County,Georgia,6517
518,Taliaferro County,Georgia,1680
519,Tattnall County,Georgia,25384
520,Taylor County,Georgia,8420
521,Telfair County,Georgia,16349
522,Terrell County,Georgia,9045
523,Thomas County,Georgia,44724
524,Tift County,Georgia,41064
525,Toombs County,Georgia,27315
526,Towns County,Georgia,10495
527,Treutlen County,Georgia,6769
528,Troup County,Georgia,68468
529,Turner County,Georgia,8410
530,Twiggs County,Georgia,8447
531,Union County,Georgia,21451
532,Upson County,Georgia,26630
533,Walker County,Georgia,68094
534,Walton County,Georgia,84575
535,Ware County,Georgia,35821
536,Warren County,Georgia,5578
537,Washington County,Georgia,20879
538,Wayne County,Georgia,30305
539,Webster County,Georgia,2793
540,Wheeler County,Georgia,7888
541,White County,Georgia,27556
542,Whitfield County,Georgia,103359
543,Wilcox County,Georgia,9068
544,Wilkes County,Georgia,10076
545,Wilkinson County,Georgia,9577
546,Worth County,Georgia,21741
547,Hawaii County,Hawai?i,189191
548,City and County of Honolulu,Hawai?i,976372
549,Kalawao County,Hawai?i,90
550,Kauai County,Hawai?i,68434
551,Maui County,Hawai?i,158226
552,Ada County,Idaho,409061
553,Adams County,Idaho,3915
554,Bannock County,Idaho,83800
555,Bear Lake County,Idaho,5907
556,Benewah County,Idaho,9117
557,Bingham County,Idaho,45474
558,Blaine County,Idaho,21146
559,Boise County,Idaho,6835
560,Bonner County,Idaho,40476
561,Bonneville County,Idaho,106684
562,Boundary County,Idaho,10808
563,Butte County,Idaho,2740
564,Camas County,Idaho,1077
565,Canyon County,Idaho,193888
566,Caribou County,Idaho,6787
567,Cassia County,Idaho,23249
568,Clark County,Idaho,869
569,Clearwater County,Idaho,8590
570,Custer County,Idaho,4331
571,Elmore County,Idaho,26223
572,Franklin County,Idaho,12786
573,Fremont County,Idaho,12957
574,Gem County,Idaho,16673
575,Gooding County,Idaho,15291
576,Idaho County,Idaho,16308
577,Jefferson County,Idaho,26684
578,Jerome County,Idaho,22499
579,Kootenai County,Idaho,142357
580,Latah County,Idaho,38184
581,Lemhi County,Idaho,7758
582,Lewis County,Idaho,3889
583,Lincoln County,Idaho,5277
584,Madison County,Idaho,37456
585,Minidoka County,Idaho,20037
586,Nez Perce County,Idaho,39531
587,Oneida County,Idaho,4215
588,Owyhee County,Idaho,11439
589,Payette County,Idaho,22639
590,Power County,Idaho,7778
591,Shoshone County,Idaho,12702
592,Teton County,Idaho,10052
593,Twin Falls County,Idaho,78595
594,Valley County,Idaho,9545
595,Washington County,Idaho,10099
596,Adams County,Illinois,67197
597,Alexander County,Illinois,7748
598,Bond County,Illinois,17644
599,Boone County,Illinois,53940
600,Brown County,Illinois,6914
601,Bureau County,Illinois,34323
602,Calhoun County,Illinois,5014
603,Carroll County,Illinois,15011
604,Cass County,Illinois,13338
605,Champaign County,Illinois,203276
606,Christian County,Illinois,34638
607,Clark County,Illinois,16209
608,Clay County,Illinois,13766
609,Clinton County,Illinois,38061
610,Coles County,Illinois,53655
611,Cook County,Illinois,5231351
612,Crawford County,Illinois,19600
613,Cumberland County,Illinois,10968
614,DeKalb County,Illinois,104704
615,De Witt County,Illinois,16434
616,Douglas County,Illinois,19853
617,DuPage County,Illinois,927987
618,Edgar County,Illinois,18191
619,Edwards County,Illinois,6684
620,Effingham County,Illinois,34353
621,Fayette County,Illinois,22014
622,Ford County,Illinois,14008
623,Franklin County,Illinois,39407
624,Fulton County,Illinois,36651
625,Gallatin County,Illinois,5430
626,Greene County,Illinois,13576
627,Grundy County,Illinois,50281
628,Hamilton County,Illinois,8370
629,Hancock County,Illinois,18891
630,Hardin County,Illinois,4258
631,Henderson County,Illinois,7043
632,Henry County,Illinois,50155
633,Iroquois County,Illinois,29240
634,Jackson County,Illinois,60071
635,Jasper County,Illinois,9614
636,Jefferson County,Illinois,38720
637,Jersey County,Illinois,22742
638,Jo Daviess County,Illinois,22549
639,Johnson County,Illinois,12760
640,Kane County,Illinois,522487
641,Kankakee County,Illinois,113040
642,Kendall County,Illinois,118105
643,Knox County,Illinois,52247
644,Lake County,Illinois,702120
645,LaSalle County,Illinois,112973
646,Lawrence County,Illinois,16604
647,Lee County,Illinois,35037
648,Livingston County,Illinois,38647
649,Logan County,Illinois,30013
650,McDonough County,Illinois,32537
651,McHenry County,Illinois,308145
652,McLean County,Illinois,172281
653,Macon County,Illinois,110122
654,Macoupin County,Illinois,47231
655,Madison County,Illinois,267883
656,Marion County,Illinois,38894
657,Marshall County,Illinois,12327
658,Mason County,Illinois,14327
659,Massac County,Illinois,15234
660,Menard County,Illinois,12722
661,Mercer County,Illinois,16219
662,Monroe County,Illinois,33357
663,Montgomery County,Illinois,29620
664,Morgan County,Illinois,35272
665,Moultrie County,Illinois,14933
666,Ogle County,Illinois,52848
667,Peoria County,Illinois,187254
668,Perry County,Illinois,22058
669,Piatt County,Illinois,16504
670,Pike County,Illinois,16308
671,Pope County,Illinois,4272
672,Pulaski County,Illinois,5998
673,Putnam County,Illinois,5886
674,Randolph County,Illinois,32956
675,Richland County,Illinois,16176
676,Rock Island County,Illinois,147457
677,St. Clair County,Illinois,268858
678,Saline County,Illinois,24946
679,Sangamon County,Illinois,199271
680,Schuyler County,Illinois,7457
681,Scott County,Illinois,5290
682,Shelby County,Illinois,22196
683,Stark County,Illinois,5946
684,Stephenson County,Illinois,46959
685,Tazewell County,Illinois,135949
686,Union County,Illinois,17647
687,Vermilion County,Illinois,80727
688,Wabash County,Illinois,11727
689,Warren County,Illinois,17731
690,Washington County,Illinois,14598
691,Wayne County,Illinois,16574
692,White County,Illinois,14568
693,Whiteside County,Illinois,57846
694,Will County,Illinois,682518
695,Williamson County,Illinois,66674
696,Winnebago County,Illinois,292069
697,Woodford County,Illinois,38971
698,Adams County,Indiana,34365
699,Allen County,Indiana,360412
700,Bartholomew County,Indiana,79129
701,Benton County,Indiana,8804
702,Blackford County,Indiana,12502
703,Boone County,Indiana,58944
704,Brown County,Indiana,15083
705,Carroll County,Indiana,20095
706,Cass County,Indiana,38581
707,Clark County,Indiana,111951
708,Clay County,Indiana,26837
709,Clinton County,Indiana,33022
710,Crawford County,Indiana,10665
711,Daviess County,Indiana,32064
712,Dearborn County,Indiana,49831
713,Decatur County,Indiana,26042
714,DeKalb County,Indiana,42321
715,Delaware County,Indiana,117364
716,Dubois County,Indiana,42071
717,Elkhart County,Indiana,199619
718,Fayette County,Indiana,24029
719,Floyd County,Indiana,75283
720,Fountain County,Indiana,17119
721,Franklin County,Indiana,22969
722,Fulton County,Indiana,20737
723,Gibson County,Indiana,33458
724,Grant County,Indiana,69330
725,Greene County,Indiana,32940
726,Hamilton County,Indiana,289495
727,Hancock County,Indiana,70933
728,Harrison County,Indiana,39134
729,Hendricks County,Indiana,150434
730,Henry County,Indiana,49345
731,Howard County,Indiana,82849
732,Huntington County,Indiana,36987
733,Jackson County,Indiana,43083
734,Jasper County,Indiana,33456
735,Jay County,Indiana,21366
736,Jefferson County,Indiana,32554
737,Jennings County,Indiana,28161
738,Johnson County,Indiana,143191
739,Knox County,Indiana,38122
740,Kosciusko County,Indiana,77609
741,LaGrange County,Indiana,37521
742,Lake County,Indiana,493618
743,LaPorte County,Indiana,111246
744,Lawrence County,Indiana,46078
745,Madison County,Indiana,130348
746,Marion County,Indiana,918977
747,Marshall County,Indiana,47024
748,Martin County,Indiana,10260
749,Miami County,Indiana,36486
750,Monroe County,Indiana,141019
751,Montgomery County,Indiana,38254
752,Morgan County,Indiana,69356
753,Newton County,Indiana,14044
754,Noble County,Indiana,47582
755,Ohio County,Indiana,6079
756,Orange County,Indiana,19690
757,Owen County,Indiana,21380
758,Parke County,Indiana,17069
759,Perry County,Indiana,19462
760,Pike County,Indiana,12766
761,Porter County,Indiana,165682
762,Posey County,Indiana,25599
763,Pulaski County,Indiana,13124
764,Putnam County,Indiana,37750
765,Randolph County,Indiana,25815
766,Ripley County,Indiana,28583
767,Rush County,Indiana,17095
768,St. Joseph County,Indiana,266344
769,Scott County,Indiana,23791
770,Shelby County,Indiana,44471
771,Spencer County,Indiana,20837
772,Starke County,Indiana,23213
773,Steuben County,Indiana,34124
774,Sullivan County,Indiana,21188
775,Switzerland County,Indiana,10424
776,Tippecanoe County,Indiana,177513
777,Tipton County,Indiana,15695
778,Union County,Indiana,7362
779,Vanderburgh County,Indiana,180858
780,Vermillion County,Indiana,16040
781,Vigo County,Indiana,108428
782,Wabash County,Indiana,32361
783,Warren County,Indiana,8342
784,Warrick County,Indiana,60463
785,Washington County,Indiana,27921
786,Wayne County,Indiana,68346
787,Wells County,Indiana,27652
788,White County,Indiana,24426
789,Whitley County,Indiana,33342
790,Adair County,Iowa,7481
791,Adams County,Iowa,3911
792,Allamakee County,Iowa,14237
793,Appanoose County,Iowa,12700
794,Audubon County,Iowa,5910
795,Benton County,Iowa,25827
796,Black Hawk County,Iowa,131820
797,Boone County,Iowa,26195
798,Bremer County,Iowa,24479
799,Buchanan County,Iowa,20942
800,Buena Vista County,Iowa,20592
801,Butler County,Iowa,14986
802,Calhoun County,Iowa,9909
803,Carroll County,Iowa,20631
804,Cass County,Iowa,13723
805,Cedar County,Iowa,18416
806,Cerro Gordo County,Iowa,43788
807,Cherokee County,Iowa,11946
808,Chickasaw County,Iowa,12276
809,Clarke County,Iowa,9370
810,Clay County,Iowa,16599
811,Clayton County,Iowa,17835
812,Clinton County,Iowa,48717
813,Crawford County,Iowa,17309
814,Dallas County,Iowa,71967
815,Davis County,Iowa,8689
816,Decatur County,Iowa,8253
817,Delaware County,Iowa,17574
818,Des Moines County,Iowa,40340
819,Dickinson County,Iowa,16972
820,Dubuque County,Iowa,95097
821,Emmet County,Iowa,10120
822,Fayette County,Iowa,20793
823,Floyd County,Iowa,16056
824,Franklin County,Iowa,10554
825,Fremont County,Iowa,7147
826,Greene County,Iowa,9153
827,Grundy County,Iowa,12448
828,Guthrie County,Iowa,10777
829,Hamilton County,Iowa,15344
830,Hancock County,Iowa,11134
831,Hardin County,Iowa,17302
832,Harrison County,Iowa,14548
833,Henry County,Iowa,20236
834,Howard County,Iowa,9563
835,Humboldt County,Iowa,9729
836,Ida County,Iowa,7108
837,Iowa County,Iowa,16189
838,Jackson County,Iowa,19712
839,Jasper County,Iowa,36602
840,Jefferson County,Iowa,16867
841,Johnson County,Iowa,136317
842,Jones County,Iowa,20639
843,Keokuk County,Iowa,10374
844,Kossuth County,Iowa,15346
845,Lee County,Iowa,35617
846,Linn County,Iowa,215295
847,Louisa County,Iowa,11278
848,Lucas County,Iowa,8760
849,Lyon County,Iowa,11757
850,Madison County,Iowa,15654
851,Mahaska County,Iowa,22443
852,Marion County,Iowa,33419
853,Marshall County,Iowa,40857
854,Mills County,Iowa,14837
855,Mitchell County,Iowa,10725
856,Monona County,Iowa,9124
857,Monroe County,Iowa,8063
858,Montgomery County,Iowa,10566
859,Muscatine County,Iowa,42879
860,O'Brien County,Iowa,14172
861,Osceola County,Iowa,6193
862,Page County,Iowa,15713
863,Palo Alto County,Iowa,9275
864,Plymouth County,Iowa,24907
865,Pocahontas County,Iowa,7150
866,Polk County,Iowa,443710
867,Pottawattamie County,Iowa,92913
868,Poweshiek County,Iowa,18736
869,Ringgold County,Iowa,5096
870,Sac County,Iowa,10153
